name,label,concept
S0802_C01_053E,Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Retail trade,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S1301_C04_021E,"Estimate!!Rate per 1,000 women!!Women with births in the past 12 months!!Women 15 to 50 years!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree",FERTILITY
S2703_C01_004E,Estimate!!Total!!Civilian noninstitutionalized population!!COVERAGE ALONE OR IN COMBINATION!!Employer-based health insurance alone or in combination!!19 to 64 years,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S2411_C03_025E,Estimate!!Median earnings (dollars) for female!!Civilian employed population 16 years and over with earnings!!Service occupations:!!Personal care and service occupations,OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2501_C06_012E,Estimate!!Percent renter-occupied housing units!!Occupied housing units!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Married-couple family!!Householder 35 to 64 years,OCCUPANCY CHARACTERISTICS
S1201_C06_001E,Estimate!!Never married!!Population 15 years and over,MARITAL STATUS
S0802_C01_052E,Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Wholesale trade,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S1301_C04_022E,"Estimate!!Rate per 1,000 women!!Women with births in the past 12 months!!POVERTY STATUS IN THE PAST 12 MONTHS!!Women 15 to 50 years for whom poverty status is determined",FERTILITY
S2703_C01_005E,Estimate!!Total!!Civilian noninstitutionalized population!!COVERAGE ALONE OR IN COMBINATION!!Employer-based health insurance alone or in combination!!65 years and over,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S2411_C03_026E,Estimate!!Median earnings (dollars) for female!!Civilian employed population 16 years and over with earnings!!Sales and office occupations:,OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2501_C06_011E,Estimate!!Percent renter-occupied housing units!!Occupied housing units!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Married-couple family!!Householder 15 to 34 years,OCCUPANCY CHARACTERISTICS
S2601A_C04_038E,Estimate!!Noninstitutionalized group quarters population!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S2503_C06_028E,"Estimate!!Percent renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!30 percent or more",FINANCIAL CHARACTERISTICS
S2601A_C04_039E,Estimate!!Noninstitutionalized group quarters population!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school through 12th grade,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S0103_C02_040E,Estimate!!65 years and over!!RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS!!Population 30 years and over!!Living with grandchild(ren)!!Responsible for grandchild(ren),POPULATION 65 YEARS AND OVER IN THE UNITED STATES
S1301_C04_020E,"Estimate!!Rate per 1,000 women!!Women with births in the past 12 months!!Women 15 to 50 years!!EDUCATIONAL ATTAINMENT!!Bachelor's degree",FERTILITY
S2503_C06_027E,"Estimate!!Percent renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!20 to 29 percent",FINANCIAL CHARACTERISTICS
S0701PR_C04_029E,Estimate!!Moved; from the U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO
S0103_C02_041E,Estimate!!65 years and over!!VETERAN STATUS!!Civilian population 18 years and over,POPULATION 65 YEARS AND OVER IN THE UNITED STATES
S2601A_C04_035E,Estimate!!Noninstitutionalized group quarters population!!MARITAL STATUS!!Population 15 years and over!!Divorced,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S2601A_C04_037E,Estimate!!Noninstitutionalized group quarters population!!MARITAL STATUS!!Population 15 years and over!!Never married,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S0103_C02_042E,Estimate!!65 years and over!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veteran,POPULATION 65 YEARS AND OVER IN THE UNITED STATES
S2503_C06_029E,"Estimate!!Percent renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999",FINANCIAL CHARACTERISTICS
S2601A_C04_036E,Estimate!!Noninstitutionalized group quarters population!!MARITAL STATUS!!Population 15 years and over!!Separated,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S0103_C02_043E,Estimate!!65 years and over!!DISABILITY STATUS!!Civilian noninstitutionalized population,POPULATION 65 YEARS AND OVER IN THE UNITED STATES
S2503_C06_024E,Estimate!!Percent renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!Median (dollars),FINANCIAL CHARACTERISTICS
S0103_C02_044E,Estimate!!65 years and over!!DISABILITY STATUS!!Civilian noninstitutionalized population!!With any disability,POPULATION 65 YEARS AND OVER IN THE UNITED STATES
S2503_C06_023E,Estimate!!Percent renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!No cash rent,FINANCIAL CHARACTERISTICS
S2411_C03_020E,Estimate!!Median earnings (dollars) for female!!Civilian employed population 16 years and over with earnings!!Service occupations:!!Protective service occupations:,OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S0103_C02_045E,Estimate!!65 years and over!!DISABILITY STATUS!!Civilian noninstitutionalized population!!No disability,POPULATION 65 YEARS AND OVER IN THE UNITED STATES
S2503_C06_026E,"Estimate!!Percent renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!Less than 20 percent",FINANCIAL CHARACTERISTICS
S0103_C02_046E,Estimate!!65 years and over!!RESIDENCE 1 YEAR AGO!!Population 1 year and over,POPULATION 65 YEARS AND OVER IN THE UNITED STATES
S2503_C06_025E,"Estimate!!Percent renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000",FINANCIAL CHARACTERISTICS
S1501_C05_001E,Estimate!!Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years,EDUCATIONAL ATTAINMENT
S0505_C01_137E,Estimate!!Total!!Occupied housing units!!VEHICLES AVAILABLE!!1 or more,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S2602PR_C03_036E,Estimate!!Adult correctional facilities!!MARITAL STATUS!!Population 15 years and over!!Never married,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S2503_C06_020E,"Estimate!!Percent renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$2,000 to $2,499",FINANCIAL CHARACTERISTICS
S1601_C03_002E,Estimate!!Speak English only or speak English \very well\!!Percent of specified language speakers!!Population 5 years and over!!Speak only English,LANGUAGE SPOKEN AT HOME
S2601A_C04_065E,"Estimate!!Noninstitutionalized group quarters population!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native!!Male",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S0505_C01_138E,Estimate!!Total!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S2602PR_C03_037E,Estimate!!Adult correctional facilities!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S1601_C03_001E,Estimate!!Speak English only or speak English \very well\!!Percent of specified language speakers!!Population 5 years and over,LANGUAGE SPOKEN AT HOME
S2601A_C04_066E,"Estimate!!Noninstitutionalized group quarters population!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native!!Female",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S0506_C01_010E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!Male,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S0505_C01_135E,Estimate!!Total!!Occupied housing units!!1.01 or more occupants per room,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S2602PR_C03_038E,Estimate!!Adult correctional facilities!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school through 12th grade,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S1601_C03_004E,Estimate!!Speak English only or speak English \very well\!!Percent of specified language speakers!!Population 5 years and over!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish,LANGUAGE SPOKEN AT HOME
S2503_C06_022E,"Estimate!!Percent renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$3,000 or more",FINANCIAL CHARACTERISTICS
S2601A_C04_063E,"Estimate!!Noninstitutionalized group quarters population!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S0506_C01_011E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!Female,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S0505_C01_136E,Estimate!!Total!!Occupied housing units!!VEHICLES AVAILABLE!!None,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S2602PR_C03_039E,Estimate!!Adult correctional facilities!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S1601_C03_003E,Estimate!!Speak English only or speak English \very well\!!Percent of specified language speakers!!Population 5 years and over!!Speak a language other than English,LANGUAGE SPOKEN AT HOME
S2503_C06_021E,"Estimate!!Percent renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$2,500 to $2,999",FINANCIAL CHARACTERISTICS
S2601A_C04_064E,"Estimate!!Noninstitutionalized group quarters population!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S0506_C01_012E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!Under 5 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S0506_C01_013E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!5 to 17 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S1601_C03_006E,Estimate!!Speak English only or speak English \very well\!!Percent of specified language speakers!!Population 5 years and over!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish!!18 to 64 years old,LANGUAGE SPOKEN AT HOME
S1701_C01_048E,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Female,POVERTY STATUS IN THE PAST 12 MONTHS
S0505_C01_133E,Estimate!!Total!!Occupied housing units!!ROOMS!!8 or more rooms,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S2601A_C04_069E,"Estimate!!Noninstitutionalized group quarters population!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Female",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S0506_C01_014E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!18 to 24 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S1601_C03_005E,Estimate!!Speak English only or speak English \very well\!!Percent of specified language speakers!!Population 5 years and over!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish!!5 to 17 years old,LANGUAGE SPOKEN AT HOME
NECTA,Geography,null
S0505_C01_134E,Estimate!!Total!!Occupied housing units!!Median number of rooms,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S1701_C01_049E,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!15 years,POVERTY STATUS IN THE PAST 12 MONTHS
S0506_C01_015E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!25 to 44 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S1601_C03_008E,Estimate!!Speak English only or speak English \very well\!!Percent of specified language speakers!!Population 5 years and over!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Other Indo-European languages,LANGUAGE SPOKEN AT HOME
S0505_C01_131E,Estimate!!Total!!Occupied housing units!!ROOMS!!4 or 5 rooms,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S2601A_C04_067E,"Estimate!!Noninstitutionalized group quarters population!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S0506_C01_016E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!45 to 54 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S1601_C03_007E,Estimate!!Speak English only or speak English \very well\!!Percent of specified language speakers!!Population 5 years and over!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish!!65 years old and over,LANGUAGE SPOKEN AT HOME
S0505_C01_132E,Estimate!!Total!!Occupied housing units!!ROOMS!!6 or 7 rooms,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S2601A_C04_068E,"Estimate!!Noninstitutionalized group quarters population!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Male",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S1702_C04_047E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
S0502_C02_088E,"Estimate!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S1701_C01_044E,Estimate!!Total!!Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level,POVERTY STATUS IN THE PAST 12 MONTHS
S2411_C03_019E,Estimate!!Median earnings (dollars) for female!!Civilian employed population 16 years and over with earnings!!Service occupations:!!Healthcare support occupations,OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S1002_C02_032E,Estimate!!Total!!Percent distribution of grandparents responsible for grandchildren!!PERCENT ALLOCATED!!Grandparents responsible for grandchildren,GRANDPARENTS
S2101_C03_034E,Estimate!!Veterans!!EMPLOYMENT STATUS!!Civilian labor force 18 to 64 years!!Unemployment rate,VETERAN STATUS
S1501_C05_009E,Estimate!!Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),EDUCATIONAL ATTAINMENT
S1702_C04_046E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
S0502_C02_089E,"Estimate!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S1701_C01_045E,Estimate!!Total!!Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level,POVERTY STATUS IN THE PAST 12 MONTHS
S1002_C02_031E,Estimate!!Total!!Percent distribution of grandparents responsible for grandchildren!!PERCENT ALLOCATED!!Grandparents living with grandchildren,GRANDPARENTS
S1501_C05_008E,"Estimate!!Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",EDUCATIONAL ATTAINMENT
S2101_C03_035E,Estimate!!Veterans!!POVERTY STATUS IN THE PAST 12 MONTHS!!Civilian population 18 years and over for whom poverty status is determined,VETERAN STATUS
S2602PR_C03_030E,"Estimate!!Adult correctional facilities!!Total population!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!White alone, Not Hispanic or Latino",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S2411_C03_017E,"Estimate!!Median earnings (dollars) for female!!Civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S1701_C01_046E,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED,POVERTY STATUS IN THE PAST 12 MONTHS
S1501_C05_007E,Estimate!!Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,EDUCATIONAL ATTAINMENT
S2101_C03_032E,Estimate!!Veterans!!EMPLOYMENT STATUS!!Civilian population 18 to 64 years!!Labor force participation rate,VETERAN STATUS
S1702_C04_045E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
S2411_C03_018E,Estimate!!Median earnings (dollars) for female!!Civilian employed population 16 years and over with earnings!!Service occupations:,OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2602PR_C03_031E,Estimate!!Adult correctional facilities!!MARITAL STATUS!!Population 15 years and over,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S1701_C01_047E,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Male,POVERTY STATUS IN THE PAST 12 MONTHS
S1501_C05_006E,Estimate!!Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,EDUCATIONAL ATTAINMENT
S1702_C04_044E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
S2101_C03_033E,Estimate!!Veterans!!EMPLOYMENT STATUS!!Civilian labor force 18 to 64 years,VETERAN STATUS
S2603_C03_001E,Estimate!!Adult correctional facilities!!Total population,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S0502_C02_084E,"Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S2101_C03_038E,Estimate!!Veterans!!DISABILITY STATUS!!Civilian population 18 years and over for whom poverty status is determined,VETERAN STATUS
S2602PR_C03_032E,"Estimate!!Adult correctional facilities!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S2601A_C04_061E,Estimate!!Noninstitutionalized group quarters population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different address in the U.S.!!Different county!!Different state,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S1201_C06_006E,Estimate!!Never married!!Population 15 years and over!!AGE AND SEX!!Males 15 years and over!!45 to 54 years,MARITAL STATUS
S1501_C05_005E,Estimate!!Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT
S1701_C01_040E,Estimate!!Total!!Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level,POVERTY STATUS IN THE PAST 12 MONTHS
S1702_C04_043E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
S2603_C03_002E,Estimate!!Adult correctional facilities!!Total population!!SEX AND AGE!!Male,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S0502_C02_085E,"Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S2101_C03_039E,Estimate!!Veterans!!DISABILITY STATUS!!Civilian population 18 years and over for whom poverty status is determined!!With any disability,VETERAN STATUS
S2602PR_C03_033E,Estimate!!Adult correctional facilities!!MARITAL STATUS!!Population 15 years and over!!Widowed,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S2601A_C04_062E,Estimate!!Noninstitutionalized group quarters population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S1501_C05_004E,Estimate!!Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree,EDUCATIONAL ATTAINMENT
S1201_C06_007E,Estimate!!Never married!!Population 15 years and over!!AGE AND SEX!!Males 15 years and over!!55 to 64 years,MARITAL STATUS
S1701_C01_041E,Estimate!!Total!!Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level,POVERTY STATUS IN THE PAST 12 MONTHS
S1702_C04_042E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!TENURE!!Renter Occupied,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
S1501_C05_003E,Estimate!!Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency),EDUCATIONAL ATTAINMENT
S0502_C02_086E,Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Other services (except public administration),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S0505_C01_139E,Estimate!!Total!!Occupied housing units!!SELECTED CHARACTERISTICS!!Limited English Speaking Households,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S2101_C03_036E,Estimate!!Veterans!!POVERTY STATUS IN THE PAST 12 MONTHS!!Civilian population 18 years and over for whom poverty status is determined!!Income in the past 12 months below poverty level,VETERAN STATUS
S1701_C01_042E,Estimate!!Total!!Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level,POVERTY STATUS IN THE PAST 12 MONTHS
S2602PR_C03_034E,Estimate!!Adult correctional facilities!!MARITAL STATUS!!Population 15 years and over!!Divorced,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S1201_C06_008E,Estimate!!Never married!!Population 15 years and over!!AGE AND SEX!!Males 15 years and over!!65 years and over,MARITAL STATUS
S1702_C04_041E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!TENURE!!Owner occupied,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
S1002_C02_030E,Estimate!!Total!!Percent distribution of grandparents responsible for grandchildren!!HOUSEHOLDS!!Households!!With grandparents living with grandchildren,GRANDPARENTS
S1501_C05_002E,Estimate!!Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate,EDUCATIONAL ATTAINMENT
S0502_C02_087E,Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Public administration,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S2101_C03_037E,Estimate!!Veterans!!POVERTY STATUS IN THE PAST 12 MONTHS!!Civilian population 18 years and over for whom poverty status is determined!!Income in the past 12 months at or above poverty level,VETERAN STATUS
S1701_C01_043E,Estimate!!Total!!Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level,POVERTY STATUS IN THE PAST 12 MONTHS
S2601A_C04_060E,Estimate!!Noninstitutionalized group quarters population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different address in the U.S.!!Different county!!Same state,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES
S2602PR_C03_035E,Estimate!!Adult correctional facilities!!MARITAL STATUS!!Population 15 years and over!!Separated,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
